Season,Run,Tillage,ACCase,PlantDensity,SSplants,RSplants,RRplants,SSseeds,RSseeds,RRseeds,SSrhizomes,RSrhizomes,RRrhizomes
3,212,0,1,0.2664,2664,0,0,3109214,0,0,1801,0,0
3,213,0,1,0.2516,2516,0,0,3018375,0,0,1718,0,0
3,214,0,1,0.2615,2615,0,0,3049500,0,0,1751,0,0
3,215,0,1,0.2518,2518,0,0,3034527,0,0,1752,0,0
3,216,0,1,0.2526,2526,0,0,3107928,0,0,1804,0,0
3,217,0,1,0.2451,2451,0,0,2951188,0,0,1681,0,0
3,218,0,1,0.2404,2404,0,0,3030268,0,0,1689,0,0
3,219,0,1,0.2519,2519,0,0,3001161,0,0,1710,0,0
3,220,0,1,0.27,2700,0,0,3105457,0,0,1785,0,0
3,221,0,1,0.2495,2495,0,0,3059573,0,0,1688,0,0
3,222,0,1,0.2558,2558,0,0,3105693,0,0,1771,0,0
3,223,0,1,0.2593,2593,0,0,3029045,0,0,1749,0,0
3,224,0,1,0.2412,2412,0,0,3042819,0,0,1740,0,0
3,225,0,1,0.2584,2584,0,0,3165764,0,0,1825,0,0
3,226,0,1,0.2585,2585,0,0,3045623,0,0,1721,0,0
3,227,0,1,0.256,2560,0,0,3107966,0,0,1772,0,0
3,228,0,1,0.2398,2398,0,0,3049465,0,0,1678,0,0
3,229,0,1,0.2569,2569,0,0,3052076,0,0,1712,0,0
3,230,0,1,0.2421,2421,0,0,2927636,0,0,1643,0,0
3,231,0,1,0.2456,2456,0,0,3053801,0,0,1715,0,0
3,232,0,1,0.2505,2505,0,0,3091127,0,0,1724,0,0
3,233,0,1,0.2568,2568,0,0,3101818,0,0,1779,0,0
3,234,0,1,0.251,2510,0,0,3092823,0,0,1728,0,0
3,235,0,1,0.258,2580,0,0,3100138,0,0,1831,0,0
3,236,0,1,0.2586,2586,0,0,3032691,0,0,1706,0,0
3,237,0,1,0.2513,2513,0,0,3075702,1,0,1737,0,0
3,238,0,1,0.2441,2441,0,0,2996112,0,0,1680,0,0
3,239,0,1,0.252,2520,0,0,3056847,0,0,1684,0,0
3,240,0,1,0.2529,2529,0,0,2997723,0,0,1710,0,0
3,241,0,1,0.2425,2425,0,0,3012684,0,0,1712,0,0
3,242,0,1,0.252,2520,0,0,3028816,0,0,1701,0,0
3,243,0,1,0.2416,2416,0,0,3036675,0,0,1751,0,0
3,244,0,1,0.2518,2518,0,0,3120466,0,0,1787,0,0
3,245,0,1,0.2635,2635,0,0,3111890,0,0,1763,0,0
3,246,0,1,0.2604,2604,0,0,3082133,0,0,1772,0,0
3,247,0,1,0.2501,2501,0,0,2989194,0,0,1691,0,0
3,248,0,1,0.2589,2589,0,0,3149354,0,0,1850,0,0
3,249,0,1,0.2542,2542,0,0,3047996,1,0,1750,0,0
3,250,0,1,0.2503,2503,0,0,3000425,0,0,1690,0,0
3,251,0,1,0.2418,2418,0,0,2962505,0,0,1650,0,0
3,252,0,1,0.2712,2712,0,0,3165705,0,0,1848,0,0
3,253,0,1,0.2646,2646,0,0,3202405,0,0,1819,0,0
3,254,0,1,0.2603,2603,0,0,3090931,0,0,1755,0,0
3,255,0,1,0.2386,2386,0,0,2961628,0,0,1668,0,0
3,256,0,1,0.2557,2557,0,0,3068019,0,0,1764,0,0
3,257,0,1,0.2466,2466,0,0,2949945,0,0,1659,0,0
3,258,0,1,0.2545,2545,0,0,3033833,0,0,1687,0,0
3,259,0,1,0.2557,2557,0,0,3035396,0,0,1767,0,0
3,260,0,1,0.2532,2532,0,0,3026023,0,0,1739,0,0
3,261,0,1,0.2666,2666,0,0,3084525,0,0,1768,0,0
3,262,0,1,0.2616,2616,0,0,3160001,0,0,1864,0,0
3,263,0,1,0.2465,2465,0,0,2990249,0,0,1676,0,0
3,264,0,1,0.2603,2603,0,0,3104826,0,0,1782,0,0
3,265,0,1,0.2584,2584,0,0,3021169,0,0,1677,0,0
3,266,0,1,0.2585,2585,0,0,3074954,0,0,1766,0,0
3,267,0,1,0.2587,2587,0,0,3064438,0,0,1737,0,0
3,268,0,1,0.2604,2604,0,0,3133910,0,0,1778,0,0
3,269,0,1,0.2523,2523,0,0,3108462,0,0,1790,0,0
3,270,0,1,0.2372,2372,0,0,2920635,0,0,1658,0,0
3,271,0,1,0.2443,2443,0,0,3010718,0,0,1687,0,0
3,272,0,1,0.2527,2527,0,0,2991692,0,0,1669,0,0
3,273,0,1,0.2598,2598,0,0,3072189,0,0,1737,0,0
3,274,0,1,0.2666,2666,0,0,3207620,0,0,1820,0,0
3,275,0,1,0.2487,2487,0,0,2990390,0,0,1700,0,0
3,276,0,1,0.245,2450,0,0,2950258,0,0,1705,0,0
3,277,0,1,0.2642,2642,0,0,3102323,0,0,1760,0,0
3,278,0,1,0.2424,2424,0,0,2972684,0,0,1643,0,0
3,279,0,1,0.2596,2596,0,0,3041713,0,0,1755,0,0
3,280,0,1,0.2572,2572,0,0,3096901,0,0,1798,0,0
3,281,0,1,0.2586,2586,0,0,3045090,0,0,1728,0,0
3,282,0,1,0.2528,2528,0,0,3011466,0,0,1690,0,0
3,283,0,1,0.2559,2559,0,0,3093849,0,0,1806,0,0
3,284,0,1,0.2497,2497,0,0,3006698,0,0,1691,0,0
3,285,0,1,0.2556,2556,0,0,3077543,0,0,1704,0,0
3,286,0,1,0.2532,2532,0,0,3067874,0,0,1736,0,0
3,287,0,1,0.2548,2548,0,0,3064992,0,0,1708,0,0
3,288,0,1,0.2548,2548,0,0,3054198,0,0,1740,0,0
3,289,0,1,0.2485,2485,0,0,3013241,0,0,1685,0,0
3,290,0,1,0.2483,2483,0,0,3015657,0,0,1672,0,0
3,291,0,1,0.2705,2705,0,0,3128859,0,0,1819,0,0
3,292,0,1,0.2434,2434,0,0,2930090,0,0,1594,0,0
3,293,0,1,0.2493,2493,0,0,3154102,0,0,1802,0,0
3,294,0,1,0.2598,2598,0,0,3029058,0,0,1701,0,0
3,295,0,1,0.259,2590,0,0,3037303,0,0,1749,0,0
3,296,0,1,0.2471,2471,0,0,2926813,0,0,1625,0,0
3,297,0,1,0.2363,2363,0,0,2958947,0,0,1589,0,0
3,298,0,1,0.2622,2622,0,0,3132928,0,0,1742,0,0
3,299,0,1,0.2577,2577,0,0,3039326,1,0,1761,0,0
3,300,0,1,0.2398,2398,0,0,2979013,0,0,1693,0,0
3,301,0,1,0.2458,2458,0,0,3002055,0,0,1680,0,0
3,302,0,1,0.2588,2588,0,0,3096038,0,0,1767,0,0
3,303,0,1,0.263,2630,0,0,3094132,0,0,1761,0,0
3,304,0,1,0.2467,2467,0,0,3047763,0,0,1711,0,0
3,305,0,1,0.2497,2497,0,0,2995833,0,0,1685,0,0
3,306,0,1,0.2523,2523,0,0,3070993,0,0,1713,0,0
3,307,0,1,0.2538,2538,0,0,3002559,0,0,1671,0,0
3,308,0,1,0.2474,2474,0,0,3044336,0,0,1708,0,0
3,309,0,1,0.2678,2678,0,0,3105833,0,0,1815,0,0
3,310,0,1,0.2539,2539,0,0,3065183,0,0,1708,0,0
3,311,0,1,0.2487,2487,0,0,3093234,0,0,1758,0,0
3,312,0,1,0.2489,2489,0,0,3046802,0,0,1722,0,0
3,313,0,1,0.2638,2638,0,0,3072670,0,0,1764,0,0
3,314,0,1,0.249,2490,0,0,3027551,0,0,1712,0,0
3,315,0,1,0.2684,2684,0,0,3158048,0,0,1804,0,0
3,316,0,1,0.2662,2662,0,0,3109037,0,0,1840,0,0
3,317,0,1,0.2583,2583,0,0,3140131,1,0,1754,0,0
3,318,0,1,0.2445,2445,0,0,2937445,0,0,1621,0,0
3,319,0,1,0.2546,2546,0,0,3084080,0,0,1785,0,0
3,320,0,1,0.2457,2457,0,0,3034092,0,0,1754,0,0
3,321,0,1,0.2575,2575,0,0,3076650,0,0,1819,0,0
3,322,0,1,0.2552,2552,0,0,2950378,0,0,1639,0,0
3,323,0,1,0.2605,2605,0,0,3088508,0,0,1761,0,0
3,324,0,1,0.2546,2546,0,0,3048496,0,0,1755,0,0
3,325,0,1,0.25,2500,0,0,3025581,0,0,1700,0,0
3,326,0,1,0.2605,2605,0,0,3063243,0,0,1769,0,0
3,327,0,1,0.2418,2418,0,0,2992029,0,0,1716,0,0
3,328,0,1,0.2536,2536,0,0,3070547,0,0,1742,0,0
3,329,0,1,0.2475,2475,0,0,2892749,0,0,1640,0,0
3,330,0,1,0.2443,2443,0,0,2978330,0,0,1692,0,0
3,331,0,1,0.2507,2507,0,0,3023943,0,0,1692,0,0
3,332,0,1,0.2498,2498,0,0,3061301,0,0,1702,0,0
3,333,0,1,0.2424,2424,0,0,2928270,0,0,1655,0,0
3,334,0,1,67.1886,1738,20771,649377,2950590,187155,2866477,1735,131,2952
3,335,0,1,0.2635,2635,0,0,3121800,0,0,1768,0,0
3,336,0,1,0.2525,2525,0,0,3102749,0,0,1758,0,0
3,337,0,1,0.2568,2568,0,0,3020813,0,0,1739,0,0
3,338,0,1,0.2504,2504,0,0,3020221,0,0,1716,0,0
3,339,0,1,0.2572,2572,0,0,3053323,0,0,1720,0,0
3,340,0,1,0.2437,2437,0,0,2955470,0,0,1653,0,0
3,341,0,1,0.2445,2445,0,0,3014254,0,0,1676,0,0
3,342,0,1,0.2638,2638,0,0,3092621,0,0,1720,0,0
3,343,0,1,0.251,2510,0,0,3032378,0,0,1738,0,0
3,344,0,1,0.2481,2481,0,0,2954390,0,0,1685,0,0
3,345,0,1,0.2441,2441,0,0,3000310,0,0,1669,0,0
3,346,0,1,0.2542,2542,0,0,3048531,0,0,1746,0,0
3,347,0,1,0.2507,2507,0,0,3040104,0,0,1692,0,0
3,348,0,1,0.2588,2588,0,0,3073659,1,0,1756,0,0
3,349,0,1,0.2467,2467,0,0,3055435,0,0,1746,0,0
3,350,0,1,0.2622,2622,0,0,3088893,0,0,1777,0,0
3,351,0,1,0.2444,2444,0,0,3056344,0,0,1787,0,0
3,352,0,1,0.2576,2576,0,0,3061955,0,0,1732,0,0
3,353,0,1,0.2509,2509,0,0,3162468,0,0,1780,0,0
3,354,0,1,0.2645,2645,0,0,3148957,1,0,1815,0,0
3,355,0,1,0.2481,2481,0,0,3024502,0,0,1707,0,0
3,356,0,1,0.2521,2521,0,0,3035639,0,0,1715,0,0
3,357,0,1,0.2647,2647,0,0,3084126,0,0,1793,0,0
3,358,0,1,0.2421,2421,0,0,2994116,0,0,1674,0,0
3,359,0,1,0.249,2490,0,0,2951957,0,0,1655,0,0
3,360,0,1,0.2472,2472,0,0,2980285,0,0,1648,0,0
3,361,0,1,0.2466,2466,0,0,3086391,0,0,1734,0,0
3,362,0,1,0.2587,2587,0,0,3076310,0,0,1747,0,0
3,363,0,1,0.2488,2488,0,0,2987033,0,0,1718,0,0
3,364,0,1,0.2593,2593,0,0,3122891,0,0,1786,0,0
3,365,0,1,0.2568,2568,0,0,3017216,0,0,1743,0,0
3,366,0,1,0.2471,2471,0,0,2967031,0,0,1675,0,0
3,367,0,1,0.2632,2632,0,0,3035951,0,0,1716,0,0
3,368,0,1,0.2596,2596,0,0,3105617,0,0,1754,0,0
3,369,0,1,0.2636,2636,0,0,3097057,0,0,1748,0,0
3,370,0,1,0.2496,2496,0,0,3002510,0,0,1710,0,0
3,371,0,1,0.2476,2476,0,0,2946752,1,0,1695,0,0
3,372,0,1,0.2607,2607,0,0,3134321,0,0,1823,0,0
3,373,0,1,0.2488,2488,0,0,2994909,0,0,1704,0,0
3,374,0,1,0.256,2560,0,0,3078740,0,0,1745,0,0
3,375,0,1,0.2617,2617,0,0,3100960,0,0,1727,0,0
3,376,0,1,0.2467,2467,0,0,3037458,1,0,1664,0,0
3,377,0,1,0.2511,2511,0,0,3030277,0,0,1699,0,0
3,378,0,1,68.8246,1621,31076,655549,2861849,271712,2916702,1650,296,3037
3,379,0,1,0.2476,2476,0,0,3068320,0,0,1731,0,0
3,380,0,1,0.244,2440,0,0,2999623,0,0,1692,0,0
3,381,0,1,0.251,2510,0,0,3016577,0,0,1740,0,0
3,382,0,1,0.2754,2754,0,0,3104219,0,0,1808,0,0
3,383,0,1,0.2504,2504,0,0,3036833,0,0,1757,0,0
3,384,0,1,0.2468,2468,0,0,2946618,0,0,1694,0,0
3,385,0,1,0.2516,2516,0,0,3033233,0,0,1719,0,0
3,386,0,1,0.2493,2493,0,0,3052498,0,0,1767,0,0
3,387,0,1,0.2417,2417,0,0,3014891,0,0,1755,0,0
3,388,0,1,0.2589,2589,0,0,3083283,0,0,1777,0,0
3,389,0,1,0.2589,2589,0,0,3100773,0,0,1767,0,0
3,390,0,1,0.2523,2523,0,0,3035922,0,0,1744,0,0
3,391,0,1,0.2561,2561,0,0,3081386,0,0,1716,0,0
3,392,0,1,0.2612,2612,0,0,3082763,0,0,1799,0,0
3,393,0,1,0.2488,2488,0,0,3007950,0,0,1672,0,0
3,394,0,1,0.2568,2568,0,0,3081119,0,0,1746,0,0
3,395,0,1,0.2517,2517,0,0,3066095,0,0,1752,0,0
3,396,0,1,18.6833,2389,46880,137564,3145445,299088,466783,1722,466,380
3,397,0,1,0.2344,2344,0,0,2929981,0,0,1645,0,0
3,398,0,1,0.2511,2511,0,0,3056755,0,0,1634,0,0
3,399,0,1,0.2557,2557,0,0,3023462,0,0,1752,0,0
3,400,0,1,0.2476,2476,0,0,3015579,0,0,1685,0,0
3,401,0,1,0.2514,2514,0,0,3013928,0,0,1683,0,0
3,402,0,1,0.2573,2573,0,0,3072693,0,0,1736,0,0
3,403,0,1,0.2557,2557,0,0,3070350,0,0,1716,0,0
3,404,0,1,0.27,2700,0,0,3150931,1,0,1798,0,0
3,405,0,1,0.2521,2521,0,0,3072207,0,0,1772,0,0
3,406,0,1,0.2512,2512,0,0,3054621,0,0,1725,0,0
3,407,0,1,0.254,2540,0,0,3090800,1,0,1724,0,0
3,408,0,1,0.2608,2608,0,0,3087553,0,0,1795,0,0
3,409,0,1,0.2416,2416,0,0,2980205,0,0,1697,0,0
3,410,0,1,0.252,2520,0,0,3022599,0,0,1699,0,0
3,411,0,1,0.2537,2537,0,0,3013765,0,0,1686,0,0
3,412,0,1,0.2617,2617,0,0,3134549,0,0,1725,0,0
3,413,0,1,0.2512,2512,0,0,3043758,0,0,1723,0,0
3,414,0,1,0.2526,2526,0,0,3030352,0,0,1733,0,0
3,415,0,1,0.2591,2591,0,0,3066429,0,0,1768,0,0
3,416,0,1,0.2477,2477,0,0,3036797,0,0,1776,0,0
3,417,0,1,0.2467,2467,0,0,3001116,0,0,1687,0,0
3,418,0,1,0.251,2510,0,0,3083149,0,0,1716,0,0
3,419,0,1,0.2419,2419,0,0,3016499,1,0,1709,0,0
3,420,0,1,0.2656,2656,0,0,3086821,1,0,1769,0,0
3,421,0,1,0.2554,2554,0,0,3074774,0,0,1777,0,0
3,422,0,1,0.267,2670,0,0,3198053,0,0,1829,0,0
3,423,0,1,0.2487,2487,0,0,2986396,0,0,1696,0,0
3,424,0,1,0.2577,2577,0,0,3127366,0,0,1784,0,0
3,425,0,1,0.2571,2571,0,0,3015898,0,0,1698,0,0
3,426,0,1,0.2575,2575,0,0,3134811,0,0,1804,0,0
3,427,0,1,0.2443,2443,0,0,3040864,0,0,1738,0,0
3,428,0,1,0.2472,2472,0,0,3120177,0,0,1791,0,0
3,429,0,1,0.2462,2462,0,0,3017886,1,0,1692,0,0
3,430,0,1,0.2551,2551,0,0,3110778,0,0,1807,0,0
3,431,0,1,0.2455,2455,0,0,3035517,0,0,1729,0,0
3,432,0,1,0.2523,2523,0,0,2997403,0,0,1689,0,0
3,433,0,1,0.2561,2561,0,0,3037229,0,0,1752,0,0
3,434,0,1,0.2593,2593,0,0,3027946,0,0,1731,0,0
3,435,0,1,0.2661,2661,0,0,3109166,0,0,1808,0,0
3,436,0,1,0.2526,2526,0,0,3074384,0,0,1748,0,0
3,437,0,1,0.2606,2606,0,0,3083146,0,0,1760,0,0
3,438,0,1,0.2548,2548,0,0,3028020,1,0,1707,0,0
3,439,0,1,0.2656,2656,0,0,3142782,0,0,1814,0,0
3,440,0,1,0.2608,2608,0,0,3131502,0,0,1779,0,0
3,441,0,1,0.248,2480,0,0,3067103,0,0,1713,0,0
3,442,0,1,0.2639,2639,0,0,3123540,0,0,1788,0,0
3,443,0,1,0.2466,2466,0,0,2991681,0,0,1683,0,0
3,444,0,1,0.2575,2575,0,0,3031652,0,0,1714,0,0
3,445,0,1,0.2527,2527,0,0,2998600,0,0,1730,0,0
3,446,0,1,0.2511,2511,0,0,3084011,0,0,1739,0,0
3,447,0,1,0.2596,2596,0,0,3172710,0,0,1805,0,0
3,448,0,1,0.2612,2612,0,0,3057273,0,0,1763,0,0
3,449,0,1,0.2452,2452,0,0,2992405,0,0,1686,0,0
3,450,0,1,0.2605,2605,0,0,3090329,0,0,1728,0,0
3,451,0,1,0.2575,2575,0,0,3108308,0,0,1732,0,0
3,452,0,1,0.2552,2552,0,0,3013924,0,0,1713,0,0
3,453,0,1,0.2408,2408,0,0,3029883,0,0,1692,0,0
3,454,0,1,0.2417,2417,0,0,2965780,0,0,1686,0,0
3,455,0,1,0.2541,2541,0,0,3053815,0,0,1726,0,0
3,456,0,1,0.2514,2514,0,0,3009451,0,0,1706,0,0
3,457,0,1,0.2539,2539,0,0,2995283,1,0,1684,0,0
3,458,0,1,0.2433,2433,0,0,2967091,0,0,1656,0,0
3,459,0,1,0.2556,2556,0,0,3049013,0,0,1730,0,0
3,460,0,1,0.2506,2506,0,0,3044351,0,0,1682,0,0
3,461,0,1,0.2671,2671,0,0,3180710,0,0,1829,0,0
3,462,0,1,0.2575,2575,0,0,3107372,0,0,1776,0,0
3,463,0,1,0.2491,2491,0,0,3044482,0,0,1724,0,0
3,464,0,1,0.2519,2519,0,0,3010441,0,0,1690,0,0
3,465,0,1,0.2583,2583,0,0,3056920,0,0,1692,0,0
3,466,0,1,0.2511,2511,0,0,3070144,0,0,1733,0,0
3,467,0,1,0.2425,2425,0,0,3020480,0,0,1685,0,0
3,468,0,1,0.2471,2471,0,0,3026050,0,0,1739,0,0
3,469,0,1,0.2428,2428,0,0,2992522,0,0,1677,0,0
3,470,0,1,0.2575,2575,0,0,3141514,0,0,1797,0,0
3,471,0,1,0.2531,2531,0,0,2991465,0,0,1687,0,0
3,472,0,1,0.2442,2442,0,0,2968885,0,0,1665,0,0
3,473,0,1,0.2592,2592,0,0,3055261,0,0,1777,0,0
3,474,0,1,0.2387,2387,0,0,2930929,0,0,1632,0,0
3,475,0,1,0.2382,2382,0,0,3007077,0,0,1662,0,0
3,476,0,1,0.2535,2535,0,0,3081751,0,0,1700,0,0
3,477,0,1,0.2581,2581,0,0,3123012,0,0,1787,0,0
3,478,0,1,0.2482,2482,0,0,2992026,0,0,1712,0,0
3,479,0,1,0.2616,2616,0,0,3127394,0,0,1805,0,0
3,480,0,1,0.2633,2633,0,0,3101629,0,0,1740,0,0
3,481,0,1,0.2387,2387,0,0,3034477,0,0,1674,0,0
3,482,0,1,0.2509,2509,0,0,3033137,0,0,1696,0,0
3,483,0,1,0.2492,2492,0,0,3046877,0,0,1723,0,0
3,484,0,1,0.2687,2687,0,0,3110824,0,0,1794,0,0
3,485,0,1,0.2566,2566,0,0,3016375,0,0,1704,0,0
3,486,0,1,0.2622,2622,0,0,3091835,0,0,1753,0,0
3,487,0,1,0.2488,2488,0,0,3014722,0,0,1693,0,0
3,488,0,1,0.2504,2504,0,0,3087679,0,0,1763,0,0
3,489,0,1,0.2634,2634,0,0,3094035,0,0,1822,0,0
3,490,0,1,0.2577,2577,0,0,3125622,0,0,1749,0,0
3,491,0,1,0.25,2500,0,0,3083985,0,0,1748,0,0
3,492,0,1,0.2494,2494,0,0,2980336,0,0,1651,0,0
3,493,0,1,0.2608,2608,0,0,3073756,0,0,1768,0,0
3,494,0,1,0.2575,2575,0,0,3115850,0,0,1828,0,0
3,495,0,1,0.2676,2676,0,0,3123661,0,0,1840,0,0
3,496,0,1,0.2464,2464,0,0,3000476,0,0,1673,0,0
3,497,0,1,0.2546,2546,0,0,3109257,0,0,1758,0,0
3,498,0,1,0.2623,2623,0,0,3082514,0,0,1723,0,0
3,499,0,1,0.2467,2467,0,0,2994849,0,0,1687,0,0
3,500,0,1,0.2605,2605,0,0,3078383,0,0,1716,0,0
3,501,0,1,0.2614,2614,0,0,3109705,0,0,1769,0,0
3,502,0,1,0.2528,2528,0,0,3013546,0,0,1721,0,0
3,503,0,1,0.2566,2566,0,0,2999075,0,0,1709,0,0
3,504,0,1,0.2473,2473,0,0,2986303,0,0,1704,0,0
3,505,0,1,0.2358,2358,0,0,2931876,0,0,1664,0,0
3,506,0,1,0.2596,2596,0,0,3098831,0,0,1849,0,0
3,507,0,1,0.2728,2728,0,0,3126119,0,0,1803,0,0
3,508,0,1,0.2423,2423,0,0,3013776,0,0,1711,0,0
3,509,0,1,0.2544,2544,0,0,3090707,0,0,1765,0,0
3,510,0,1,0.253,2530,0,0,2984865,0,0,1652,0,0
3,511,0,1,0.2481,2481,0,0,2966572,0,0,1642,0,0
3,512,0,1,0.2414,2414,0,0,3000479,0,0,1682,0,0
3,513,0,1,0.2636,2636,0,0,3137911,0,0,1828,0,0
3,514,0,1,0.2504,2504,0,0,3021600,0,0,1688,0,0
3,515,0,1,0.2442,2442,0,0,2964397,0,0,1686,0,0
3,516,0,1,0.2476,2476,0,0,3047846,0,0,1707,0,0
3,517,0,1,0.2651,2651,0,0,3093973,0,0,1764,0,0
3,518,0,1,0.2425,2425,0,0,2938827,0,0,1653,0,0
3,519,0,1,0.2494,2494,0,0,2948648,0,0,1678,0,0
3,520,0,1,0.2543,2543,0,0,3121461,0,0,1790,0,0
3,521,0,1,0.2591,2591,0,0,3042747,0,0,1773,0,0
3,522,0,1,0.2507,2507,0,0,3025227,0,0,1724,0,0
3,523,0,1,0.2566,2566,0,0,3066941,0,0,1743,0,0
3,524,0,1,0.2469,2469,0,0,2984000,0,0,1651,0,0
3,525,0,1,0.2458,2458,0,0,3033337,0,0,1688,0,0
3,526,0,1,0.2491,2491,0,0,3091077,0,0,1723,0,0
3,527,0,1,0.2509,2509,0,0,2967267,0,0,1673,0,0
3,528,0,1,0.2504,2504,0,0,3006375,0,0,1693,0,0
3,529,0,1,0.2493,2493,0,0,2979612,0,0,1645,0,0
3,530,0,1,0.239,2390,0,0,2951757,0,0,1639,0,0
3,531,0,1,0.261,2610,0,0,3102268,0,0,1762,0,0
3,532,0,1,0.2554,2554,0,0,3027967,0,0,1727,0,0
3,533,0,1,0.242,2420,0,0,2985051,0,0,1658,0,0
3,534,0,1,0.2423,2423,0,0,2991948,0,0,1678,0,0
3,535,0,1,0.2461,2461,0,0,2950088,0,0,1674,0,0
3,536,0,1,0.2511,2511,0,0,2944985,0,0,1668,0,0
3,537,0,1,0.249,2490,0,0,3009818,0,0,1717,0,0
3,538,0,1,0.2609,2609,0,0,3078273,0,0,1745,0,0
3,539,0,1,0.2578,2578,0,0,3061305,0,0,1733,0,0
3,540,0,1,0.266,2660,0,0,3097047,0,0,1755,0,0
3,541,0,1,0.2608,2608,0,0,3158172,1,0,1808,0,0
3,542,0,1,0.2565,2565,0,0,3024048,0,0,1717,0,0
3,543,0,1,0.2475,2475,0,0,3034917,0,0,1698,0,0
3,544,0,1,0.2672,2672,0,0,3126722,0,0,1773,0,0
3,545,0,1,4.737,2347,2666,42357,2966234,17812,131484,1672,5,142
3,546,0,1,0.2568,2568,0,0,3111213,0,0,1774,0,0
3,547,0,1,0.2539,2539,0,0,3128027,0,0,1737,0,0
3,548,0,1,0.2656,2656,0,0,3129914,0,0,1801,0,0
3,549,0,1,0.2567,2567,0,0,3111623,0,0,1790,0,0
3,550,0,1,0.2562,2562,0,0,3069237,0,0,1766,0,0
3,551,0,1,0.2611,2611,0,0,3139064,0,0,1755,0,0
3,552,0,1,0.2493,2493,0,0,3046038,0,0,1727,0,0
3,553,0,1,0.2555,2555,0,0,3129261,0,0,1797,0,0
3,554,0,1,0.2563,2563,0,0,3108745,0,0,1758,0,0
3,555,0,1,0.2579,2579,0,0,3080215,0,0,1734,0,0
3,556,0,1,0.2467,2467,0,0,3019461,0,0,1743,0,0
3,557,0,1,0.25,2500,0,0,3017016,0,0,1728,0,0
3,558,0,1,0.2527,2527,0,0,3045567,0,0,1725,0,0
3,559,0,1,0.2496,2496,0,0,3072953,0,0,1728,0,0
3,560,0,1,0.2498,2498,0,0,3053430,0,0,1713,0,0
3,561,0,1,0.2601,2601,0,0,3159376,0,0,1765,0,0
3,562,0,1,0.2619,2619,0,0,3131824,0,0,1762,0,0
3,563,0,1,0.2406,2406,0,0,3044747,0,0,1724,0,0
3,564,0,1,0.2604,2604,0,0,3151188,0,0,1815,0,0
3,565,0,1,0.2383,2383,0,0,2982660,0,0,1615,0,0
3,566,0,1,0.2582,2582,0,0,2969034,0,0,1722,0,0
3,567,0,1,0.2575,2575,0,0,3024927,0,0,1692,0,0
3,568,0,1,0.258,2580,0,0,3043222,0,0,1711,0,0
3,569,0,1,0.2637,2637,0,0,3098784,1,0,1758,0,0
3,570,0,1,0.2493,2493,0,0,3027731,1,0,1756,0,0
3,571,0,1,0.2543,2543,0,0,3027563,0,0,1710,0,0
3,572,0,1,0.2471,2471,0,0,3015470,0,0,1645,0,0
3,573,0,1,0.2679,2679,0,0,3155313,0,0,1810,0,0
3,574,0,1,0.2499,2499,0,0,3012207,0,0,1720,0,0
3,575,0,1,0.2707,2707,0,0,3153379,0,0,1815,0,0
3,576,0,1,0.2669,2552,57,60,3001695,386,180,1753,0,0
3,577,0,1,0.2561,2561,0,0,3144548,0,0,1797,0,0
3,578,0,1,0.2446,2446,0,0,2995268,0,0,1697,0,0
3,579,0,1,0.2653,2653,0,0,3105292,0,0,1754,0,0
3,580,0,1,0.2502,2502,0,0,3022651,0,0,1734,0,0
3,581,0,1,0.2617,2617,0,0,3082871,0,0,1788,0,0
3,582,0,1,0.2617,2617,0,0,3101992,0,0,1742,0,0
3,583,0,1,0.2683,2683,0,0,3208697,0,0,1864,0,0
3,584,0,1,0.2654,2654,0,0,3075461,0,0,1727,0,0
3,585,0,1,0.2597,2597,0,0,3051399,0,0,1699,0,0
3,586,0,1,0.2419,2419,0,0,2904943,0,0,1658,0,0
3,587,0,1,0.2478,2478,0,0,3012544,0,0,1704,0,0
3,588,0,1,0.2528,2528,0,0,3063848,0,0,1754,0,0
3,589,0,1,0.2564,2564,0,0,3014780,0,0,1706,0,0
3,590,0,1,0.2411,2411,0,0,2964439,0,0,1622,0,0
3,591,0,1,0.2466,2466,0,0,2988449,0,0,1631,0,0
3,592,0,1,0.2525,2525,0,0,3092833,0,0,1780,0,0
3,593,0,1,0.2535,2535,0,0,2972697,0,0,1673,0,0
3,594,0,1,0.2526,2526,0,0,3045611,1,0,1706,0,0
3,595,0,1,0.2543,2543,0,0,3101059,0,0,1790,0,0
3,596,0,1,0.2524,2524,0,0,3117980,0,0,1791,0,0
3,597,0,1,0.255,2550,0,0,3149825,1,0,1794,0,0
3,598,0,1,0.2489,2489,0,0,2966516,0,0,1678,0,0
3,599,0,1,0.2558,2558,0,0,3097786,0,0,1776,0,0
3,600,0,1,0.2416,2416,0,0,2953224,0,0,1650,0,0
3,601,0,1,0.2585,2585,0,0,3070211,0,0,1736,0,0
3,602,0,1,0.2433,2433,0,0,2983380,0,0,1680,0,0
3,603,0,1,0.2499,2499,0,0,3031297,0,0,1739,0,0
3,604,0,1,0.2507,2507,0,0,2969384,0,0,1715,0,0
3,605,0,1,0.255,2550,0,0,3028656,0,0,1738,0,0
3,606,0,1,0.265,2650,0,0,3096293,0,0,1777,0,0
3,607,0,1,0.2459,2459,0,0,2951606,0,0,1638,0,0
3,608,0,1,2.3322,2448,4569,16305,3093638,27989,50758,1727,31,45
3,609,0,1,0.2423,2423,0,0,3044101,0,0,1703,0,0
